ident,iata_code
LLEY,EIY
LLH,LLH
LLHA,HFA
LLIB,RPN
LLKS,KSW
LLL,LLL
LLMZ,MTZ
LLNV,VTM
LLOV,VDA
LLRM,MIP
LLSD,SDV
LLYO,YOT
LMC,LMC
LMMG,GZM
LMML,MLA
LMZ,LMZ
LNC,LNC
LNF,LNF
LNM,LNM
LNMC,MCM
LNQ,LNQ
LOF,LOF
LOIH,HOH
LOM,LOM
LOR,LOR
LOWG,GRZ
LOWI,INN
LOWK,KLU
LOWL,LNZ
LOWS,SZG
LOWW,VIE
LPAR,AVR
LPAZ,SMA
LPBG,BGC
LPBJ,BYJ
LPBR,BGZ
LPCH,CHV
LPCR,CVU
LPCS,CAT
LPFL,FLW
LPFR,FAO
LPGR,GRW
LPHR,HOR
LPLA,TER
LPMA,FNC
LPMR,QLR
LPPD,PDL
LPPI,PIX
LPPM,PRM
LPPR,OPO
LPPS,PXO
LPPT,LIS
LPSI,SIE
LPSJ,SJZ
LPVR,VRL
LPVZ,VSE
LQBK,BNX
LQMO,OMO
LQSA,SJJ
LQTZ,TZL
LRAR,ARW
LRBC,BCM
LRBM,BAY
LRBS,BBU
LRCK,CND
LRCL,CLJ
LRCS,CSB
LRCV,CRA
LRIA,IAS
LRO,LRO
LROD,OMR
LROP,OTP
LRSB,SBZ
LRSM,SUJ
LRSV,SCV
LRTC,TCE
LRTM,TGM
LRTR,TSR
LSGG,GVA
LSGN,QNC
LSGS,SIR
LSME,EML
LSMI,ZIN
LSZA,LUG
LSZB,BRN
LSZC,BXO
LSZD,ACO
LSZG,ZHI
LSZH,ZRH
LSZL,ZJI
LSZR,ACH
LSZS,SMV
LT86,GKD
LTAC,ESB
LTAD,ANK
LTAF,ADA
LTAG,UAB
LTAH,AFY
LTAI,AYT
LTAJ,GZT
LTAL,KFS
LTAN,KYA
LTAP,MZH
LTAR,VAS
LTAS,ONQ
LTAT,MLX
LTAU,ASR
LTAW,TJK
LTAY,DNZ
LTAZ,NAV
LTB,LTB
LTBA,ISL
LTBD,CII
LTBE,BTZ
LTBF,BZI
LTBG,BDM
LTBH,CKZ
LTBI,ESK
LTBJ,ADB
LTBL,IGL
LTBO,USQ
LTBQ,KCO
LTBR,YEI
LTBS,DLM
LTBU,TEQ
LTBV,BXN
LTBY,AOE
LTBZ,KZR
LTCA,EZS
LTCC,DIY
LTCD,ERC
LTCE,ERZ
LTCF,KSY
LTCG,TZX
LTCH,SFQ
LTCI,VAN
LTCJ,BAL
LTCK,MSR
LTCL,SXZ
LTCM,NOP
LTCN,KCM
LTCO,AJI
LTCP,ADF
LTCR,MQM
LTCS,GNY
LTCV,NKT
LTCW,YKO
LTDA,HTY
LTF,LTF
LTFC,ISE
LTFD,EDO
LTFE,BJV
LTFH,SZF
LTFJ,SAW
LTGP,GZP
LTH,LTH
LUBL,BZY
LUKK,KIV
LUZ,LUZ
LVB,LVB
LVGZ,GZA
LWA,LWA
LWOH,OHD
LWSK,SKP
LXGB,GIB
LY-BCQ,BCQ
LY-DNF,DNF
LY-MRA,MRA
LY-QUB,QUB
LYBE,BEG
LYBR,IVG
LYBT,BJY
LYNI,INI
LYNS,QND
LYPG,TGD
LYTV,TIV
LZIB,BTS
LZKZ,KSC
LZLU,LUE
LZPP,PZY
LZPW,POV
LZSL,SLD
LZTT,TAT
LZZI,ILZ
M26,DRU
MA-GLN,GLN
MA53,UWA
MAP,MAP
MBGT,GDT
MBMC,MDS
MBNC,NCA
MBPI,PIC
MBPV,PLS
MBSC,XSC
MBSY,SLX
MDBH,BRX
MDCR,CBJ
MDCY,AZS
MDCZ,COZ
MDHE,HEX
MDJB,JBQ
MDLR,LRM
MDPC,PUJ
MDPO,EPS
MDPP,POP
MDR,MDR
MDSD,SDQ
MDSJ,SJM
MDST,STI
MDV,MDV
ME16,LIZ
MEF,MEF
MG-0001,OHB
MG-DOA,DOA
MGCB,CBV
MGCR,CMM
MGCT,CTF
MGG,MGG
MGGT,GUA
MGHT,HUG
MGI,MGI
MGMM,MCR
MGP,MGP
MGPB,PBR
MGPP,PON
MGQC,AQB
MGQZ,AAZ
MGRB,RUV
MGRD,LCF
MGRT,RER
MGSJ,GSJ
MGTK,FRS
MH-AIM,AIM
MH-AUL,AUL
MH-BII,BII
MH-EBN,EBN
MH-JAT,JAT
MH-JEJ,JEJ
MH-KBT,KBT
MH-LIK,LIK
MH-LML,LML
MH-MAV,MAV
MH-MJB,MJB
MH-MJE,MJE
MH-NDK,NDK
MH-RNP,RNP
MH-TIC,TIC
MH-UIT,UIT
MH-WJA,WJA
MH-WTE,WTE
MH-WTO,WTO
MHAH,AHS
MHBL,BHG
MHCA,CAA
MHCL,MRJ
MHCR,LUI
MHCS,CYL
MHCU,CDD
MHEA,OAN
MHGS,GAC
MHIR,IRN
MHJI,GUO
MHJU,JUT
MHLC,LCE
MHLE,LEZ
MHLM,SAP
MHN,MHN
MHNJ,GJA
MHPC,PCH
MHPL,PEU
MHRO,RTB
MHRS,SDH
MHRU,RUY
MHSC,XPL
MHTE,TEA
MHTG,TGU
MHTJ,TJI
MHUL,SCD
MHUT,UII
MHY,MHY
MHYR,ORO
MIZ,MIZ
MJJ,MJJ
MJS,MJS
MKBS,OCJ
MKJP,KIN
MKJS,MBJ
MKKJ,POT
MKN,MKN
MKNG,NEG
MKTP,KTP
MLIP,MIJ
MLQ,MLQ
MM-0002,HEB
MM72,TZM
MMAA,ACA
MMAN,NTR
MMAS,AGU
MMBT,HUX
MMCA,CNA
MMCB,CVJ
MMCC,ACN
MMCE,CME
MMCG,NCG
MMCL,CUL
MMCM,CTM
MMCN,CEN
MMCO,CJT
MMCP,CPE
MMCS,CJS
MMCT,CZA
MMCU,CUU
MMCV,CVM
MMCY,CYW
MMCZ,CZM
MMDA,CUA
MMDM,MMC
MMDO,DGO
MMEP,TPQ
MMES,ESE
MMGL,GDL
MMGM,GYM
MMGR,GUB
MMHC,TCN
MMHO,HMO
MMIA,CLQ
MMIM,ISJ
MMIO,SLW
MMIT,IZT
MMJA,JAL
MMJC,AZP
MMLC,LZC
MMLM,LMM
MMLO,BJX
MMLP,LAP
MMLT,LTO
MMMA,MAM
MMMD,MID
MMMG,MUG
MMML,MXL
MMMM,MLM
MMMT,MTT
MMMV,LOV
MMMX,MEX
MMMY,MTY
MMMZ,MZT
MMNG,NOG
MMNL,NLD
MMOX,OAX
MMPA,PAZ
MMPB,PBC
MMPG,PDS
MMPL,PCO
MMPN,UPN
MMPQ,PQM
MMPR,PVR
MMPS,PXM
MMQT,QRO
MMRX,REX
MMSC,SZT
MMSD,SJD
MMSF,SFH
MMSM,NLU
MMSP,SLP
MMTC,TRC
MMTG,TGZ
MMTJ,TIJ
MMTM,TAM
MMTN,TSL
MMTO,TLC
MMTP,TAP
MMUN,CUN
MMV,MMV
MMVA,VSA
MMVR,VER
MMZC,ZCL
MMZH,ZIH
MMZM,ZMM
MMZO,ZLO
MN-MXW,MXW
MN-ULG,ULG
MNBL,BEF
MNBZ,BZA
MNCE,ECI
MNCI,RNI
MNMG,MGA
MNNG,NVG
MNP,MNP
MNPC,PUZ
MNRT,RFS
MNSC,NCR
MNSI,SIU
MNWP,WSP
MOH,MOH
MP00,PDM
MPBO,BOC
MPCE,CTD
MPCH,CHX
MPDA,DAV
MPEJ,ONX
MPG,MPG
MPHO,BLB
MPI,MPI
MPJE,JQE
MPLP,PLP
MPMG,PAC
MPOA,PUE
MPRH,RIH
MPSA,SYP
MPTO,PTY
MPU,MPU
MPVR,PVE
MPWN,NBL
MPX,MPX
MQO,MQO
MRAN,FON
MRAO,TTQ
MRBA,BAI
MRBC,BCL
MRCC,OTR
MRCH,JAP
MRCR,PLD
MRDK,DRK
MRFL,FMG
MRGF,GLF
MRGP,GPL
MRIA,PBP
MRLB,LIR
MRLC,LSL
MRLM,LIO
MRMJ,CSC
MRNC,NCT
MRNS,NOB
MROC,SJO
MRPJ,PJM
MRPM,PMZ
MRPV,SYQ
MRQP,XQP
MRRF,RFR
MRSV,TOO
MRT,MRT
MRTM,TNO
MRTR,TMU
MRUP,UPL
MSB,MSB
MSLP,SAL
MTCA,CYA
MTCH,CAP
MTF,MTX
MTJA,JAK
MTJE,JEE
MTPP,PAP
MTPX,PAX
MTU,MTU
MUBA,BCA
MUBR,BWW
MUBY,BYM
MUCA,AVI
MUCC,CCC
MUCF,CFG
MUCL,CYO
MUCM,CMW
MUCO,QCO
MUCU,SCU
MUGM,NBW
MUGT,GAO
MUHA,HAV
MUHG,HOG
MUKW,VRO
MULM,LCL
MUMA,UMA
MUMJ,MJG
MUMO,MOA
MUMZ,MZO
MUNB,QSN
MUNC,ICR
MUNG,GER
MUPB,UPB
MUPR,QPD
MUSC,SNU
MUSJ,SNJ
MUSN,SZJ
MUSS,USS
MUTD,TND
MUVR,VRA
MUVT,VTU
MVI,MVI
MWCB,CYB
MWCL,LYB
MWCR,GCM
MWR,MWR
MX-AJS,AJS
MX-AZG,AZG
MX-PCM,PCM
MX-PCV,PCV
MX-SCX,SCX
MX-SGM,SGM
MX-TUY,TUY
MX-UAC,UAC
MX-XAL,XAL
MXC,MXC
MXK,MXK
MXR,MXR
MY-GTB,GTB
MY-GTK,GTK
MY-LBP,LBP
MY-LLM,LLM
MY-MZS,MZS
MY-SPT,SPT
MYAB,MAY
MYAF,ASD
MYAK,COX
MYAM,MHH
MYAN,SAQ
MYAP,AXP
MYAT,TCB
MYAW,WKR
MYBC,CCZ
MYBG,GHC
MYBS,BIM
MYCA,ATC
MYCB,TBI
MYCC,CXY
MYCI,CRI
MYCP,PWN
MYEF,GGT
MYEH,ELH
MYEM,GHB
MYEN,NMC
MYER,RSD
MYES,TYM
MYGF,FPO
MYGM,GBI
MYGW,WTD
MYIG,IGA
MYK,MYK
MYLD,LGI
MYLS,SML
MYMM,MYG
MYNN,NAS
MYPI,PID
MYRD,DCT
MYRP,RCY
MYS,MYS
MYSM,ZSA
MYX,MYX
MYZ2,CEL
MZ-0004,MFW
MZ-0005,NTC
MZ-0012,IBO
MZ-TGS,TGS
MZBZ,BZE
MZE,MZE
MZMF,CYD
N04,MPE
N20,IMI
NA-0012,BQI
NBS,NBS
NCAI,AIT
NCAT,AIU
NCMG,MGS
NCMH,MHX
NCMK,MUK
NCMR,MOI
NCPK,PZK
NCPY,PYE
NCRG,RAR
NDI,NDI
NDN,NDN
NE69,EPG
NFBG,AQS
NFCI,ICI
NFCS,CST
NFFN,NAN
NFFO,PTF
NFFR,RBI
NFKD,KDV
NFMA,MNF
NFMO,MFJ
NFNA,SUV
NFNB,LEV
NFNG,NGI
NFNH,LUC
NFNK,LKB
NFNL,LBS
NFNM,TVU
NFNO,KXF
NFNR,RTA
NFNS,SVU
NFNU,BVF
NFNV,VAU
NFNW,KAY
NFOL,ONU
NFSW,YAS
NFTE,EUA
NFTF,TBU
NFTL,HPA
NFTO,NFO
NFTP,NTT
NFTV,VAV
NFUL,TTL
NFVB,VBV
NFVL,VTF
NG-0003,GMO
NG-0004,PHG
NG-QRW,QRW
NGAB,ABF
NGBR,BEZ
NGFU,FUN
NGKT,KUC
NGMA,MNK
NGMK,MZK
NGMN,MTK
NGNU,NIG
NGON,OOT
NGTA,TRW
NGTB,AEA
NGTE,TBF
NGTM,TMN
NGTO,NON
NGTR,AIS
NGTS,TSU
NGTU,BBG
NGUK,AAK
NIK,NIK
NIUE,IUE
NKD,NKD
NLH,NLH
NLWF,FUT
NLWW,WLS
NM83,HBB
NND,NND
NOM,NOM
NOO,NOO
NP-MWP,MWP
NPG,NPG
NRC,NRC
NRY,NRY
NSAS,OFU
NSAU,AAU
NSFA,APW
NSFI,FGI
NSFQ,FTI
NSMA,MXS
NSTU,PPG
NTA,NTA
NTAA,PPT
NTAM,RMT
NTAR,RUR
NTAT,TUB
NTAV,RVV
NTGA,AAA
NTGB,FGU
NTGC,TIH
NTGD,APK
NTGE,REA
NTGF,FAV
NTGH,HHZ
NTGI,XMH
NTGJ,GMR
NTGK,KKR
NTGM,MKP
NTGN,NAU
NTGO,TKV
NTGP,PKP
NTGQ,PUK
NTGT,TKP
NTGU,AXR
NTGV,MVT
NTGW,NUK
NTGY,ZTA
NTHE,AHE
NTKA,KHZ
NTKF,FAC
NTKH,FHZ
NTKK,RKA
NTKM,TJN
NTKN,NIU
NTKO,RRR
NTKR,TKX
NTKT,KXU
NTKU,NKP
NTMD,NHV
NTMN,AUQ
NTMP,UAP
NTMU,UAH
NTTB,BOB
NTTE,TTI
NTTG,RGI
NTTH,HUH
NTTM,MOZ
NTTO,HOI
NTTP,MAU
NTTR,RFP
NTTU,TPX
NTTX,UOA
NTUV,VHZ
NUF,NUF
NUG,NUG
NV11,UCC
NVSA,MTV
NVSC,SLH
NVSD,TOH
NVSE,EAE
NVSF,CCV
NVSG,LOD
NVSH,SSR
NVSI,PBJ
NVSL,LPM
NVSM,LNB
NVSN,MWF
NVSO,LNE
NVSP,NUS
NVSQ,ZGU
NVSR,RCL
NVSS,SON
NVST,TGH
NVSU,ULB
NVSV,VLS
NVSW,WLH
NVSX,SWJ
NVSZ,OLJ
NVVA,AUY
NVVB,AWD
NVVD,DLY
NVVF,FTA
NVVI,IPA
NVVQ,UIQ
NVVV,VLI
NVVW,TAH
NWT,NWT
NWWA,TGJ
NWWC,BMY
NWWD,KNQ
NWWE,ILP
NWWH,HLU
NWWK,KOC
NWWL,LIF
NWWM,GEA
NWWO,IOU
NWWP,PUV
NWWQ,PDC
NWWR,MEE
NWWU,TOU
NWWV,UVE
NWWW,NOU
NZAA,AKL
NZAP,TUO
NZAR,AMZ
NZAS,ASG
NZCH,CHC
NZCI,CHT
NZCX,CMV
NZDA,DGR
NZDN,DUD
NZFJ,WHO
NZGB,GBZ
NZGM,GMN
NZGS,GIS
NZGT,GTN
NZHK,HKK
NZHN,HLZ
NZKE,WIK
NZKI,KBZ
NZKK,KKE
NZKO,KKO
NZKT,KAT
NZLX,ALR
NZMA,MTA
NZMB,MHB
NZMC,MON
NZMF,MFN
NZMK,MZP
NZMO,TEU
NZMS,MRO
NZNP,NPL
NZNR,NPE
NZNS,NSN
NZNV,IVC
NZOH,OHA
NZOU,OAM
NZPM,PMR
NZPN,PCN
NZPP,PPQ
NZQN,ZQN
NZRA,RAG
NZRC,SZS
NZRO,ROT
NZTG,TRG
NZTH,TMZ
NZTK,KTF
NZTO,TKZ
NZTS,THH
NZTU,TIU
NZUK,TWZ
NZWB,BHE
NZWF,WKA
NZWK,WHK
NZWN,WLG
NZWO,WIR
NZWR,WRE
NZWS,WSZ
NZWT,WTZ
NZWU,WAG
O19,NLN
O62,O62
O85,BZF
OAA,OAA
OABN,BIN
OABT,BST
OACC,CCN
OADS,SBF
OADZ,DAZ
OAFR,FAH
OAFZ,FBD
OAGN,GZI
OAHN,KWH
OAHR,HEA
OAIX,OAI
OAJL,JAA
OAKA,GRG
OAKB,KBL
OAKN,KDH
OAKS,KHT
OAMN,MMZ
OAMS,MZR
OAOG,URN
OAQN,LQN
OASA,OAS
OASD,OAH
OASN,SGA
OATN,TII
OATQ,TQN
OAUZ,UND
OAZI,OAZ
OAZJ,ZAJ
OBBI,BAH
OBK,OBK
OCS,OCS
OEAB,AHB
OEAH,HOF
OEBA,ABT
OEBH,BHH
OEDF,DMM
OEDM,DWD
OEDR,DHA
OEGN,GIZ
OEGS,ELQ
OEGT,URY
OEHL,HAS
OEJB,QJB
OEJN,JED
OEKK,KMC
OEKM,KMX
OEMA,MED
OENG,EAM
OENN,NUM
OEPA,AQI
OEPS,AKH
OERF,RAH
OERK,RUH
OERR,RAE
OERY,XXN
OESH,SHW
OESK,AJF
OESL,SLF
OETB,TUU
OETF,TIF
OETR,TUI
OEWD,WAE
OEWJ,EJH
OEYN,YNB
OEZL,ZUL
OGE,OGE
OGM,OGM
OIAA,ABD
OIAD,DEF
OIAG,AKW
OIAH,GCH
OIAJ,OMI
OIAM,MRX
OIAW,AWZ
OIBA,AEU
OIBB,BUZ
OIBI,YEH
OIBJ,KNR
OIBK,KIH
OIBL,BDH
OIBP,PGU
OIBQ,KHK
OIBS,SXI
OIBV,LVP
OICC,KSH
OICI,IIL
OICK,KHD
OICS,SDG
OIFE,IFH
OIFK,KKS
OIFM,IFN
OIFS,CQD
OIGG,RAS
OIHH,HDM
OIHR,AJK
OIIE,IKA
OIII,THR
OIIK,GZW
OIIP,PYK
OIIS,SNX
OIKB,BND
OIKJ,JYR
OIKK,KER
OIKM,BXR
OIKP,HDR
OIKR,RJN
OIKY,SYJ
OIMB,XBJ
OIMC,CKT
OIMJ,RUD
OIMM,MHD
OIMN,BJB
OIMS,AFZ
OIMT,TCX
OINE,KLM
OING,GBT
OINJ,BSM
OINN,NSH
OINR,RZR
OINZ,SRY
OISF,FAZ
OISJ,JAR
OISL,LRR
OISR,LFM
OISS,SYZ
OISY,YES
OITK,KHY
OITL,ADU
OITM,ACP
OITP,PFQ
OITR,OMH
OITT,TBZ
OITU,IMQ
OITZ,JWN
OIYY,AZD
OIZB,ACZ
OIZC,ZBR
OIZH,ZAH
OIZI,IHR
OIZJ,JSK
OJAI,AMM
OJAM,ADJ
OJAQ,AQJ
OJJR,JRS
OJMF,OMF
OK03,DWN
OKAJ,XIJ
OKBK,KWI
OKV,OKV
OLBA,BEY
OLKA,KYE
OLQ,OLQ
OM-0001,BYB
OM-0002,AOM
OM-0003,DQM
OM-0004,MNH
OMAA,AUH
OMAD,AZI
OMAL,AAN
OMAM,DHF
OMBY,XSB
OMDB,DXB
OMDM,NHD
OMDW,DWC
OMFJ,FJR
OML,OML
OMN,OMN
OMRK,RKT
OMSJ,SHJ
OMY,OMY
ONB,ONB
OOBR,RMB
OOFD,FAU
OOGB,RNM
OOJA,JNJ
OOKB,KHS
OOLK,LKW
OOMA,MSH
OOMS,MCT
OOMX,OMM
OOSA,SLL
OOSH,OHS
OOSR,SUH
OOTH,TTH
OP17,DDU
OPBG,BHW
OPBN,BNP
OPBR,WGB
OPBW,BHV
OPCH,CJL
OPCL,CHB
OPDB,DBA
OPDD,DDU
OPDG,DEA
OPDI,DSK
OPFA,LYP
OPGD,GWD
OPGT,GIL
OPJA,JAG
OPJI,JIW
OPKC,KHI
OPKD,HDD
OPKH,KDD
OPKL,KBH
OPKT,OHT
OPLA,LHE
OPLL,LRG
OPMA,XJM
OPMF,MFG
OPMI,MWD
OPMJ,MJD
OPMP,MPD
OPMS,ATG
OPMT,MUX
OPNH,WNS
OPNK,NHS
OPOR,ORW
OPPC,PAJ
OPPG,PJG
OPPI,PSI
OPPS,PEW
OPQT,UET
OPRK,RYK
OPRT,RAZ
OPSB,SBQ
OPSD,KDU
OPSK,SKZ
OPSN,SYW
OPSR,SGI
OPSS,SDT
OPST,SKT
OPSU,SUL
OPSW,SWN
OPTA,TLB
OPTH,BDN
OPTT,TFT
OPTU,TUK
OPWN,WAF
OPZB,PZH
ORAA,IQA
ORAT,TQD
ORBB,BMN
ORBD,XQC
ORBI,BGW
ORBM,OSM
ORER,EBL
ORKK,KIK
ORMM,BSR
ORNI,NJF
ORQW,RQW
ORSU,ISU
ORTL,XNH
OSAP,ALP
OSDI,DAM
OSDZ,DEZ
OSE,OSE
OSG,OSG
OSKL,KAC
OSLK,LTK
OSPR,PMS
OTBD,DIA
OTBH,XJD
OTT,OTT
OTY,OTY
OUM,OUM
OXO,OXO
OYAA,ADE
OYAB,EAB
OYAT,AXK
OYBI,BYD
OYBN,BHN
OYBQ,BUK
OYGD,AAY
OYHD,HOD
OYKM,KAM
OYMB,MYN
OYMS,UKR
OYQN,IHN
OYRN,RIY
OYSH,SYE
OYSN,SAH
OYSQ,SCT
OYSY,GXF
OYTZ,TAI
PA-0001,ACU
PA-0003,AIL
PA-0004,CTE
PA-0011,MPP
PA-0013,PYC
PA-0017,NMG
PA-0022,PYV
PA-AML,AML
PA-BFQ,BFQ
PA-ELE,ELE
PA-OTD,OTD
PA-SAX,SAX
PAAK,AKB
PAAL,PML
PAAP,PTD
PAAQ,PAQ
PAAT,ATU
PABA,BTI
PABE,BET
PABG,BVU
PABI,BIG
PABL,BKC
PABM,BMX
PABR,BRW
PABT,BTT
PACD,CDB
PACE,CEM
PACI,CIK
PACK,CYF
PACM,SCM
PACR,IRC
PACV,CDV
PACX,CXF
PACY,CYT
PACZ,CZF
PADE,DRG
PADG,RDB
PADK,ADK
PADL,DLG
PADM,MLL
PADQ,ADQ
PADU,DUT
PADY,KKH
PAED,EDF
PAEE,EEK
PAEG,EAA
PAEH,EHM
PAEI,EIL
PAEL,ELV
PAEM,EMK
PAEN,ENA
PAEW,WWT
PAFA,FAI
PAFB,FBK
PAFM,ABL
PAFR,FRN
PAFS,NIB
PAFV,FMC
PAFW,FWL
PAGA,GAL
PAGB,GBH
PAGG,KWK
PAGH,SHG
PAGK,GKN
PAGL,GLV
PAGM,GAM
PAGN,AGN
PAGQ,BGQ
PAGS,GST
PAGT,NME
PAGY,SGY
PAHC,HCR
PAHL,HSL
PAHN,HNS
PAHO,HOM
PAHP,HPB
PAHU,HUS
PAHX,SHX
PAHY,HYG
PAIG,IGG
PAII,EGX
PAIK,IAN
PAIL,ILI
PAIM,UTO
PAIN,MCL
PAIW,WAA
PAJN,JNU
PAJZ,KGK
PAKD,KDK
PAKF,KFP
PAKH,AKK
PAKI,KPN
PAKK,KKA
PAKL,LKK
PAKN,AKN
PAKO,IKO
PAKP,AKP
PAKT,KTN
PAKU,UUK
PAKV,KAL
PAKW,KLW
PAKY,KYK
PALB,KLN
PALG,KLG
PALP,DQH
PALR,WCR
PALU,LUR
PAMB,KMO
PAMC,MCG
PAMD,MDO
PAMH,LMA
PAMK,SMK
PAML,MLY
PAMM,MTM
PAMO,MOU
PAMR,MRI
PAMX,MXY
PAMY,MYU
PANA,WNA
PANC,ANC
PANI,ANI
PANN,ENN
PANO,NNL
PANR,FNR
PANT,ANN
PANU,NUL
PANV,ANV
PANW,KNW
PAOB,OBU
PAOC,PCA
PAOH,HNH
PAOM,OME
PAOO,OOK
PAOR,ORT
PAOT,OTZ
PAOU,NLG
PAPB,STG
PAPC,KPC
PAPE,KPV
PAPG,PSG
PAPH,PTH
PAPK,PKA
PAPM,PTU
PAPN,PIP
PAPO,PHO
PAPR,PPC
PAQH,KWN
PAQT,NUI
PARC,ARC
PARS,RSH
PARY,RBY
PASA,SVA
PASC,SCC
PASD,SDP
PASH,SHH
PASI,SIT
PASK,WLK
PASL,SLQ
PASM,KSM
PASN,SNP
PASO,SOV
PASP,SMU
PAST,UMM
PASV,SVW
PASW,SKW
PASX,SXQ
PASY,SYA
PATA,TAL
PATC,TNC
PATE,TLA
PATG,TOG
PATK,TKA
PATL,TLJ
PATQ,ATK
PAUK,AUK
PAUM,UMT
PAUN,UNK
PAUO,WOW
PAVA,VAK
PAVC,KVC
PAVD,VDZ
PAVE,VEE
PAVL,KVL
PAWB,WBQ
PAWD,SWD
PAWG,WRG
PAWI,AIN
PAWM,WMO
PAWN,WTK
PAWS,WWA
PAYA,YAK
PCIS,CIS
PCO,PCO
PCQ,PCQ
PDI,PDI
PDR,PDR
PE-MFT,MFT
PEC,PEC
PFAK,AKI
PFAL,AET
PFC,PFC
PFCB,NCN
PFCL,CLP
PFEL,ELI
PFKA,KUK
PFKK,KNK
PFKO,KOT
PFKT,KTS
PFKU,KYU
PFKW,KWT
PFNO,ORV
PFSH,SKK
PFTO,TKJ
PFWS,WSN
PFYU,FYU
PG-0005,CPN
PG-0006,EMI
PG-0007,ERE
PG-0008,ESA
PG-0009,GAR
PG-0011,GOE
PG-0020,BPD
PG-0022,BPK
PG-0035,NWT
PG-0038,SGK
PG-0048,KII
PG-AKG,AKG
PG-ATP,TAJ
PG-AWB,AWB
PG-BAA,BAA
PG-CVB,CVB
PG-GMI,GMI
PG-GVI,GVI
PG-HYF,HYF
PG-IHU,IHU
PG-IIS,IIS
PG-JAQ,JAQ
PG-KDR,KDR
PG-KKD,KKD
PG-KUY,KUY
PG-KWO,KWO
PG-KXR,KXR
PG-LMI,LMI
PG-LMY,LMY
PG-OBX,OBX
PG-OPU,OPU
PG-SKC,SKC
PG-TFI,TFI
PG-TFM,TFM
PG-TLO,TLO
PG-UKU,UKU
PG-ULE,ULE
PG-VMU,VMU
PG-WPM,WPM
PGE,PGE
PGM,PGM
PGP,PGP
PGRO,ROP
PGSN,SPN
PGUA,UAM
PGUM,GUM
PGWT,TIQ
PH-0001,CGY
PH-ENI,ENI
PHBK,BKH
PHDH,HDH
PHHI,HHI
PHHN,HNM
PHJH,JHM
PHJR,JRF
PHKO,KOA
PHKP,HKP
PHLI,LIH
PHLU,LUP
PHM,PHM
PHMK,MKK
PHMU,MUE
PHNG,NGF
PHNL,HNL
PHNY,LNY
PHOG,OGG
PHPA,PAK
PHSF,BSF
PHTO,ITO
PHUP,UPP
PJON,JON
PK-0001,ISB
PK-BHC,BHC
PK-CWP,CWP
PK-GRT,GRT
PK-HRA,HRA
PK-KCF,KCF
PK-REQ,REQ
PK-RZS,RZS
PK-SWV,SWV
PKMA,ENT
PKMJ,MAJ
PKSA,KAI
PKWA,KWA
PLCH,CXI
PLE,PLE
PLFA,TNV
PLWN,TNQ
PMDY,MDY
PMM,PMM
PMP,PMP
PPIZ,PIZ
PPX,PPX
PQD,PQD
PR-DDP,DDP
PR-HUC,HUC
PR-PPD,PPD
PRNO,XSO
PTKK,TKK
PTPN,PNI
PTRO,ROR
PTSA,KSA
PTYA,YAP
PUA,PUA
PUI,PUI
PWAK,AWK
PWR,PWR
PY-BFA,BFA
PY-OLK,OLK
PY-PBT,PBT
PY-PCJ,PCJ
PYL,PYL
Q51,KIO
QA-0001,DOH
qfx,QFX
RAA,RAA
RAW,RAW
RAX,RAX
RBP,RBP
RCBS,KNH
RCFG,LZN
RCFN,TTT
RCGI,GNI
RCKH,KHH
RCKU,CYI
RCKW,HCN
RCLG,TXG
RCLY,KYD
RCMQ,RMQ
RCMT,MFK
RCN,RCN
RCNN,TNN
RCPO,HSZ
RCQC,MZG
RCSQ,PIF
RCSS,TSA
RCTP,TPE
RCWA,WOT
RCYU,HUN
RDV,RDV
REH,REH
RGE,RGE
RHT,RHT
RJAA,NRT
RJAF,MMJ
RJAH,IBR
RJAM,MUS
RJAW,IWO
RJBB,KIX
RJBD,SHM
RJBE,UKB
RJBH,HIW
RJBT,TJH
RJCB,OBO
RJCC,CTS
RJCH,HKD
RJCK,KUH
RJCM,MMB
RJCN,SHB
RJCO,OKD
RJCR,RBJ
RJCW,WKJ
RJDA,AXJ
RJDB,IKI
RJDC,UBJ
RJDT,TSJ
RJEB,MBE
RJEC,AKJ
RJEO,OIR
RJER,RIS
RJFC,KUM
RJFE,FUJ
RJFF,FUK
RJFG,TNE
RJFK,KOJ
RJFM,KMI
RJFO,OIT
RJFR,KKJ
RJFS,HSG
RJFT,KMJ
RJFU,NGS
RJGG,NGO
RJKA,ASJ
RJKB,OKE
RJKI,KKX
RJKN,TKN
RJNA,NKM
RJNF,FKJ
RJNG,QGU
RJNK,KMQ
RJNO,OKI
rjns,FSZ
RJNT,TOY
RJNW,NTQ
RJOA,HIJ
RJOB,OKJ
RJOC,IZO
RJOH,YGJ
RJOI,IWK
RJOK,KCZ
RJOM,MYJ
RJOO,ITM
RJOR,TTJ
RJOS,TKS
RJOT,TAK
RJOW,IWJ
RJSA,AOJ
RJSC,GAJ
RJSD,SDS
RJSF,FKS
RJSH,HHE
RJSI,HNA
RJSK,AXT
RJSM,MSJ
RJSN,KIJ
RJSR,ONJ
RJSS,SDJ
RJSY,SYO
RJTA,NJA
RJTH,HAC
RJTO,OIM
RJTQ,MYE
RJTT,HND
RJTY,OKO
RKJB,MWX
RKJJ,KWJ
RKJK,KUV
RKJM,MPK
RKJU,CHN
RKJY,RSU
