ident,iata_code
KDLH,DLH
KDLN,DLN
KDLS,DLS
KDMA,DMA
KDMN,DMN
KDMO,DMO
KDNL,DNL
KDNN,DNN
KDNS,DNS
KDNV,DNV
KDOV,DOV
KDP,KDP
KDPA,DPA
KDPG,DPG
KDQ,KDQ
KDRA,DRA
KDRI,DRI
KDRM,DRE
KDRO,DRO
KDRT,DRT
KDS,KDS
KDSM,DSM
KDSV,DSV
KDTA,DTA
KDTL,DTL
KDTN,DTN
KDTS,DSI
KDTW,DTW
KDUA,DUA
KDUC,DUC
KDUG,DUG
KDUJ,DUJ
KDVL,DVL
KDVN,DVN
KDVO,NOT
KDVP,NSL
KDVT,DVT
KDW,KDW
KDWF,DWF
KDWH,DWH
KDXR,DXR
KDYL,DYL
KDYS,DYS
KDZ,KDZ
KE-0060,JJM
KE-0069,VPG
KE-0133,KTJ
KE-6112,ANA
KE-6208,OLX
KE-6978,KRV
KE-KIU,KIU
KE-LBK,LBK
KE-LBN,LBN
KE-LKU,LKU
KE-MRE,MRE
KE-MUM,MUM
KE01,MIF
KE13,CCG
KE14,ESO
KE24,WTR
KE38,ALE
KE51,BGT
KEAN,EAN
KEAR,EAR
KEAT,EAT
KEAU,EAU
KEB,KEB
KEBS,EBS
KECG,ECG
KECP,ECP
KECS,ECS
KEDE,EDE
KEDN,ETS
KEDW,EDW
KEED,EED
KEEN,EEN
KEFD,EFD
KEFK,EFK
KEFW,EFW
KEG,KEG
KEGE,EGE
KEGI,EGI
KEGV,EGV
KEK,KEK
KEKA,EKA
KEKM,EKI
KEKN,EKN
KEKO,EKO
KEKX,EKX
KELA,ELA
KELD,ELD
KELK,ELK
KELM,ELM
KELN,ELN
KELO,LYU
KELP,ELP
KELY,ELY
KELZ,ELZ
KEMM,EMM
KEMP,EMP
KEMT,EMT
KEND,END
KENL,ENL
KENV,ENV
KENW,ENW
KEOK,EOK
KEPH,EPH
KEQA,EDK
KERI,ERI
KERR,ERR
KERV,ERV
KESC,ESC
KESF,ESF
KESN,ESN
KEST,EST
KESW,ESW
KETB,ETB
KETN,ETN
KEUF,EUF
KEUG,EUG
KEVM,EVM
KEVV,EVV
KEVW,EVW
KEWB,EWB
KEWK,EWK
KEWN,EWN
KEWR,EWR
KEX,KEX
KEYW,EYW
KEZ,KEZ
KF05,WIB
KF70,RBK
KFAF,FAF
KFAM,FAM
KFAR,FAR
KFAT,FAT
KFAY,FAY
KFBG,FBG
KFBL,FBL
KFBR,FBR
KFBY,FBY
KFCH,FCH
KFCM,FCM
KFCS,FCS
KFCY,FCY
KFDK,FDK
KFDR,FDR
KFDY,FDY
KFEP,FEP
KFET,FET
KFFA,FFA
KFFL,FFL
KFFM,FFM
KFFO,FFO
KFFT,FFT
KFFZ,MSC
KFHR,FRD
KFHU,FHU
KFKL,FKL
KFKN,FKN
KFLD,FLD
KFLG,FLG
KFLL,FLL
KFLO,FLO
KFLP,FLP
KFLU,FLU
KFLV,FLV
KFLX,FLX
KFME,FME
KFMH,FMH
KFMN,FMN
KFMY,FMY
KFNL,FNL
KFNT,FNT
KFOD,FOD
KFOE,FOE
KFOK,FOK
KFOM,FIL
KFPR,FPR
KFRG,FRG
KFRH,FRH
KFRI,FRI
KFRM,FRM
KFRR,FRR
KFSD,FSD
KFSI,FSI
KFSK,FSK
KFSM,FSM
KFST,FST
KFSU,FSU
KFSW,FMS
KFTK,FTK
KFTW,FTW
KFTY,FTY
KFUL,FUL
KFVE,WFK
KFWA,FWA
KFXE,FXE
KFXY,FXY
KFYM,FYM
KFYV,FYV
KGAD,GAD
KGAG,GAG
KGAI,GAI
KGBD,GBD
KGBG,GBG
KGBR,GBR
KGCC,GCC
KGCD,JDA
KGCK,GCK
KGCN,GCN
KGCY,GCY
KGDM,GDM
KGDV,GDV
KGDW,GDW
KGED,GED
KGEG,GEG
KGEY,GEY
KGFA,GFA
KGFK,GFK
KGFL,GFL
KGGE,GGE
KGGG,GGG
KGGW,GGW
KGHM,GHM
KGIF,GIF
KGJT,GJT
KGKJ,MEJ
KGKT,GKT
KGLD,GLD
KGLE,GLE
KGLH,GLH
KGLR,GLR
KGLS,GLS
KGLW,GLW
KGMU,GMU
KGNG,GNG
KGNT,GNT
KGNV,GNV
KGOK,GOK
KGON,GON
KGPI,FCA
KGPT,GPT
KGPZ,GPZ
KGQQ,GQQ
KGRB,GRB
KGRD,GRD
KGRE,GRE
KGRF,GRF
KGRI,GRI
KGRK,GRK
KGRN,GRN
KGRR,GRR
KGSB,GSB
KGSH,GSH
KGSO,GSO
KGSP,GSP
KGSW,GSW
KGTF,GTF
KGTG,GTG
KGTR,GTR
KGUC,GUC
KGUP,GUP
KGUS,GUS
KGUY,GUY
KGVL,GVL
KGVT,GVT
KGVW,GVW
KGW,KGW
KGWO,GWO
KGWS,GWS
KGX,KGX
KGXY,GXY
KGYH,GDC
KGYI,PNX
KGYR,GYR
KGYY,GYY
KGZ,KGZ
KHAB,HAB
KHAF,HAF
KHAI,HAI
KHAO,HAO
KHAX,HAX
KHBG,HBG
KHBR,HBR
KHDE,HDE
KHDN,HDN
KHEE,HEE
KHEF,MNZ
KHEZ,HEZ
KHFD,HFD
KHFF,HFF
KHGR,HGR
KHHR,HHR
KHHW,HUJ
KHIB,HIB
KHIE,HIE
KHIF,HIF
KHII,HII
KHIO,HIO
KHKA,HKA
KHKS,HKS
KHKY,HKY
KHL,KHL
KHLB,HLB
KHLC,HLC
KHLG,HLG
KHLM,HLM
KHLN,HLN
KHLR,HLR
KHMN,HMN
KHMT,HMT
KHNB,HNB
KHND,HSH
KHOB,HOB
KHON,HON
KHOP,HOP
KHOT,HOT
KHOU,HOU
KHPN,HPN
KHPT,HPT
KHPY,HPY
KHQM,HQM
KHRI,HES
KHRL,HRL
KHRO,HRO
KHSB,HSB
KHSE,HNC
KHSG,THP
KHSI,HSI
KHSP,HSP
KHST,HST
KHSV,HSV
KHTH,HTH
KHTL,HTL
KHTO,HTO
KHTS,HTS
KHTW,HTW
KHUA,HUA
KHUF,HUF
KHUL,HUL
KHUM,HUM
KHUT,HUT
KHVE,HVE
KHVN,HVN
KHVR,HVR
KHVS,HVS
KHWD,HWD
KHWO,HWO
KHWV,WSH
KHXD,HHH
KHYA,HYA
KHYR,HYR
KHYS,HYS
KHZL,HZL
KHZY,JFN
KIA,KIA
KIAB,IAB
KIAD,IAD
KIAG,IAG
KIAH,IAH
KIB,KIB
KICL,ICL
KICT,ICT
KIDA,IDA
KIDI,IDI
KIDP,IDP
KIEN,XPR
KIFA,IFA
KIFP,IFP
KIGM,IGM
KIKK,IKK
KIL,KIL
KILE,ILE
KILG,ILG
KILM,ILM
KILN,ILN
KIML,IML
KIMM,IMM
KIMS,MDN
KIMT,IMT
KIND,IND
KINK,INK
KINL,INL
KINS,INS
KINT,INT
KINW,INW
KIOW,IOW
KIPL,IPL
KIPT,IPT
KIQ,KIQ
KIRK,IRK
KIRS,IRS
KISM,ISM
KISN,ISN
KISO,ISO
KISP,ISP
KISQ,ISQ
KISW,ISW
KITH,ITH
KIWA,AZA
KIWD,IWD
KIWI,ISS
KIWS,IWS
KIXD,JCI
KIYK,IYK
KIZ,KIZ
KIZA,SQA
KIZG,FRY
KJAC,JAC
KJAN,JAN
KJAS,JAS
KJAX,JAX
KJBR,JBR
KJCT,JCT
KJDN,JDN
KJEF,JEF
KJFK,JFK
KJHW,JHW
KJKA,GUF
KJLN,JLN
KJMS,JMS
KJOT,JOT
KJQF,USA
KJSO,JKV
KJST,JST
KJU,KJU
KJVL,JVL
KJXN,JXN
KKB,KKB
KKIC,KIC
KKL,KKL
KKLS,KLS
KKU,KKU
KL06,DTH
KL08,BXS
KL35,RBF
KL72,TRH
KLAA,LAA
KLAF,LAF
KLAL,LAL
KLAM,LAM
KLAN,LAN
KLAR,LAR
KLAS,LAS
KLAW,LAW
KLAX,LAX
KLBB,LBB
KLBE,LBE
KLBF,LBF
KLBL,LBL
KLBT,LBT
KLBX,LJN
KLCH,LCH
KLCI,LCI
KLCK,LCK
KLCQ,LCQ
KLDJ,LDJ
KLDM,LDM
KLEB,LEB
KLEE,LEE
KLEM,LEM
KLEW,LEW
KLEX,LEX
KLFI,LFI
KLFK,LFK
KLFT,LFT
KLGA,LGA
KLGB,LGB
KLGC,LGC
KLGD,LGD
KLGF,LGF
KLGU,LGU
KLHC,LHC
KLHV,LHV
KLHW,LIY
KLHZ,LFN
KLIC,LIC
KLIT,LIT
KLKP,LKP
KLKU,LOW
KLKV,LKV
KLLJ,CHL
KLMS,LMS
KLMT,LMT
KLNA,LNA
KLND,LND
KLNK,LNK
KLNN,LNN
KLNP,LNP
KLNR,LNR
KLNS,LNS
KLOL,LOL
KLOM,BBX
KLOT,LOT
KLOU,LOU
KLOZ,LOZ
KLPC,LPC
KLQK,LQK
KLRD,LRD
KLRF,LRF
KLRJ,LRJ
KLRU,LRU
KLSB,LSB
KLSE,LSE
KLSF,LSF
KLSK,LSK
KLSN,LSN
KLSV,LSV
KLTS,LTS
KLUF,LUF
KLUK,LUK
KLUL,LUL
KLVK,LVK
KLVL,LVL
KLVM,LVM
KLVS,LVS
KLWB,LWB
KLWC,LWC
KLWL,LWL
KLWM,LWM
KLWS,LWS
KLWT,LWT
KLWV,LWV
KLXN,LXN
KLXV,LXV
KLYH,LYH
KLYO,LYO
KLZU,LZU
KM13,PCU
KM75,MLK
KMAC,MAC
KMAE,MAE
KMAF,MAF
KMAW,MAW
KMB,KMB
KMBG,MBG
KMBL,MBL
KMBO,DXE
KMBS,MBS
KMBY,MBY
KMCB,MCB
KMCC,MCC
KMCD,MCD
KMCE,MCE
KMCF,MCF
KMCI,MCI
KMCK,MCK
KMCN,MCN
KMCO,MCO
KMCW,MCW
KMDA,MDA
KMDD,MDD
KMDH,MDH
KMDS,XMD
KMDT,MDT
KMDW,MDW
KMDZ,MDF
KMEB,MXE
KMEI,MEI
KMEM,MEM
KMER,MER
KMEV,MEV
KMF,KMF
KMFD,MFD
KMFE,MFE
KMFI,MFI
KMFR,MFR
KMFV,MFV
KMGC,MGC
KMGE,MGE
KMGJ,MGJ
KMGM,MGM
KMGR,MGR
KMGW,MGW
KMGY,MGY
KMHE,MHE
KMHK,MHK
KMHL,MHL
KMHR,MHR
KMHT,MHT
KMHV,MHV
KMIA,MIA
KMIB,MIB
KMIE,MIE
KMIT,MIT
KMIV,MIV
KMJX,MJX
KMKC,MKC
KMKE,MKE
KMKG,MKG
KMKL,MKL
KMKY,MRK
KMLB,MLB
KMLC,MLC
KMLI,MLI
KMLS,MLS
KMLU,MLU
KMM,KMM
KMMH,MMH
KMMI,MMI
KMML,MML
KMMS,MMS
KMMT,MMT
KMMU,MMU
KMNM,MNM
KMNN,MNN
KMOB,MOB
KMOD,MOD
KMOT,MOT
KMPI,RMY
KMPJ,MPJ
KMPO,MPO
KMPV,MPV
KMPZ,MPZ
KMQB,MQB
KMQI,MEO
KMQS,CTH
KMQY,MQY
KMRB,MRB
KMRC,MRC
KMRF,MRF
KMRN,MRN
KMRY,MRY
KMSL,MSL
KMSN,MSN
KMSO,MSO
KMSP,MSP
KMSS,MSS
KMSV,MSV
KMSY,MSY
KMT,KMT
KMTC,MTC
KMTH,MTH
KMTJ,MTJ
KMTN,MTN
KMTO,MTO
KMTP,MTP
KMTW,MTW
KMUI,MUI
KMUO,MUO
KMUT,MUT
KMVC,MVC
KMVE,MVE
KMVL,MVL
KMVY,MVY
KMWA,MWA
KMWC,MWC
KMWH,MWH
KMWL,MWL
KMWO,MWO
KMXA,MXA
KMXF,MXF
KMYF,MYF
KMYL,MYL
KMYR,MYR
KMYV,MYV
KMZJ,MZJ
KMZZ,MZZ
KN03,CTX
KN23,SXY
KN53,ESP
KNBG,NBG
KNBJ,NHX
KNDY,DGN
KNEL,NEL
KNEN,NEN
KNEW,NEW
KNFL,NFL
KNFW,FWH
KNGU,NGU
KNGZ,NGZ
KNHK,NHK
KNHZ,NHZ
KNIP,NIP
KNJK,NJK
KNKX,NKX
KNL,KNL
KNLC,NLC
KNPA,NPA
KNQA,NQA
KNQI,NQI
KNQX,NQX
KNRB,NRB
KNRS,NRS
KNSE,NSE
KNTD,NTD
KNTU,NTU
KNUQ,NUQ
KNUW,NUW
KNYL,YUM
KNZY,NZY
KO02,NVN
KO22,COA
KO27,ODC
KO43,EYR
KOAJ,OAJ
KOAK,OAK
KOAR,OAR
KOBE,OBE
KOCF,OCF
KOCH,OCH
KOCW,OCW
KOEA,OEA
KOEO,OEO
KOFF,OFF
KOFK,OFK
KOGA,OGA
KOGB,OGB
KOGD,OGD
KOGS,OGS
KOIC,OIC
KOIL,OIL
KOJC,OJC
KOKB,OCN
KOKC,OKC
KOKH,ODW
KOKK,OKK
KOKM,OKM
KOKS,OKS
KOKV,WGO
KOL,KOL
KOLD,OLD
KOLF,OLF
KOLM,OLM
KOLS,OLS
KOLV,OLV
KOM,KOM
KOMA,OMA
KOMK,OMK
KONL,ONL
KONO,ONO
KONP,ONP
KONT,ONT
KOPF,OPF
KOQU,NCO
KOR,KOR
KORD,ORD
KORF,ORF
KORH,ORH
KORL,ORL
KORS,ESD
KOSC,OSC
KOSH,OSH
KOSU,OSU
KOTH,OTH
KOTM,OTM
KOUN,OUN
KOVE,OVE
KOWA,OWA
KOWB,OWB
KOWD,OWD
KOWK,OWK
KOXB,OCE
KOXC,OXC
KOXD,OXD
KOXR,OXR
KOY,KOY
KOYM,STQ
KOZA,OZA
KOZR,OZR
KP-0029,YJS
KP-0032,RGO
KP04,BSQ
KP10,PXL
KP13,GLB
KP14,HBK
KP33,CWX
KPAE,PAE
KPAH,PAH
KPAM,PAM
KPAN,PJB
KPAO,PAO
KPB,KPB
KPBF,PBF
KPBG,PBG
KPBI,PBI
KPBX,PVL
KPDC,PCD
KPDK,PDK
KPDT,PDT
KPDX,PDX
KPE,KPE
KPEQ,PEQ
KPGA,PGA
KPGD,PGD
KPGR,PGR
KPGV,PGV
KPHD,PHD
KPHF,PHF
KPHH,ADR
KPHK,PHK
KPHL,PHL
KPHN,PHN
KPHP,PHP
KPHT,PHT
KPHX,PHX
KPIA,PIA
KPIB,PIB
KPIE,PIE
KPIH,PIH
KPIM,PIM
KPIR,PIR
KPIT,PIT
KPKB,PKB
KPKD,PKD
KPKF,PKF
KPL,KPL
KPLB,PLB
KPLK,PLK
KPLN,PLN
KPLR,PLR
KPMB,PMB
KPMD,PMD
KPMH,PMH
KPMP,PPM
KPNA,PWY
KPNC,PNC
KPNE,PNE
KPNN,PNN
KPNS,PNS
KPOB,POB
KPOC,POC
KPOE,POE
KPOF,POF
KPOU,POU
KPOY,POY
KPPA,PPA
KPPF,PPF
KPPO,LPO
KPQI,PQI
KPQL,PGL
KPR,KPR
KPRB,PRB
KPRC,PRC
KPRO,PRO
KPRX,PRX
KPSC,PSC
KPSF,PSF
KPSK,PSK
KPSM,PSM
KPSN,PSN
KPSO,PGO
KPSP,PSP
KPSX,PSX
KPTB,PTB
KPTK,PTK
KPTN,PTN
KPTT,PTT
KPTV,PTV
KPTW,PTW
KPUB,PUB
KPUC,PUC
KPUW,PUW
KPVC,PVC
KPVD,PVD
KPVF,PVF
KPVU,PVU
KPVW,PVW
KPVZ,PVZ
KPWA,PWA
KPWD,PWD
KPWK,PWK
KPWM,PWM
KPWT,PWT
KPY,KPY
KPYM,PYM
KQA,KQA
KQL,KQL
KR-0018,JCJ
KRAC,RAC
KRAL,RAL
KRAP,RAP
KRBD,RBD
KRBG,RBG
KRBL,RBL
KRBW,RBW
KRCA,RCA
KRCK,RCK
KRCR,RCR
KRCT,RCT
KRDD,RDD
KRDG,RDG
KRDM,RDM
KRDR,RDR
KRDU,RDU
KREO,REO
KRFD,RFD
KRHI,RHI
KRHV,RHV
KRIC,RIC
KRIL,RIL
KRIV,RIV
KRIW,RIW
KRJ,KRJ
KRKD,RKD
KRKP,RKP
KRKS,RKS
KRKW,RKW
KRME,RME
KRMG,RMG
KRNC,RNC
KRND,RND
KRNO,RNO
KRNT,RNT
KROA,ROA
KROC,ROC
KROG,ROG
KROW,ROW
KROX,ROX
KRPD,RIE
KRPX,RPX
KRQB,WBR
KRQO,RQO
KRRL,RRL
KRRT,RRT
KRSL,RSL
KRSN,RSN
KRST,RST
KRSW,RSW
KRTN,RTN
KRU,KRU
KRUQ,SRW
KRUT,RUT
KRVL,RED
KRVS,RVS
KRWF,RWF
KRWI,RWI
KRWL,RWL
KRXE,RXE
KRZL,RNZ
KRZZ,RZZ
KS03,AHM
KS05,BDY
KS21,SUO
KS33,MDJ
KS39,PRZ
KS80,IDH
KS98,VSK
KSAA,SAA
KSAC,SAC
KSAD,SAD
KSAF,SAF
KSAN,SAN
KSAR,SAR
KSAT,SAT
KSAV,SAV
KSAW,MQT
KSBA,SBA
KSBD,SBD
KSBM,SBM
KSBN,SBN
KSBP,SBP
KSBS,SBS
KSBX,SBX
KSBY,SBY
KSCB,SCB
KSCH,SCH
KSCK,SCK
KSDF,SDF
KSDL,SCF
KSDM,SDM
KSDY,SDY
KSEA,SEA
KSEE,SEE
KSEF,SEF
KSEG,SEG
KSEM,SEM
KSEP,SEP
KSER,SER
KSEZ,SDX
KSFB,SFB
KSFF,SFF
KSFM,SFM
KSFO,SFO
KSFZ,SFZ
KSG,KSG
KSGF,SGF
KSGH,SGH
KSGJ,UST
KSGR,SGR
KSGT,SGT
KSGU,SGU
KSHD,SHD
KSHN,SHN
KSHR,SHR
KSHV,SHV
KSIK,SIK
KSIV,SIV
KSJC,SJC
KSJN,SJN
KSJT,SJT
KSKA,SKA
KSKF,SKF
KSKX,TSM
KSKY,SKY
KSLB,SLB
KSLC,SLC
KSLE,SLE
KSLG,SLG
KSLK,SLK
KSLN,SLN
KSLO,SLO
KSLR,SLR
KSMD,SMD
KSME,SME
KSMF,SMF
KSMN,SMN
KSMO,SMO
KSMS,SUM
KSMX,SMX
KSNA,SNA
KSNK,SNK
KSNL,SNL
KSNS,SNS
KSNY,SNY
KSOP,SOP
KSOW,SOW
KSP,KSP
KSPA,SPA
KSPF,SPF
KSPG,SPG
KSPI,SPI
KSPS,SPS
KSPW,SPW
KSPX,SPX
KSQI,SQI
KSQL,SQL
KSRQ,SRQ
KSRR,RUI
KSSC,SSC
KSSF,SSF
KSSI,SSI
KSTC,STC
KSTE,STE
KSTJ,STJ
KSTK,STK
KSTL,STL
KSTP,STP
KSTS,STS
KSUA,SUA
KSUD,SUD
KSUE,SUE
KSUN,SUN
KSUS,SUS
KSUU,SUU
KSUW,SUW
KSUX,SUX
KSVC,SVC
KSVE,SVE
KSVH,SVH
KSVN,SVN
KSWF,SWF
KSWO,SWO
KSWW,SWW
KSYI,SYI
KSYR,SYR
KSYV,SYV
KSZL,SZL
KT03,TBC
KTAD,TAD
KTB,KTB
KTBN,TBN
KTBR,TBR
KTC,KTC
KTCC,TCC
KTCL,TCL
KTCM,TCM
KTCS,TCS
KTDO,TDO
KTDW,TDW
KTDZ,TDZ
KTEB,TEB
KTEX,TEX
KTHA,THA
KTHM,THM
KTHV,THV
KTIK,TIK
KTIW,TIW
KTIX,TIX
KTK,KTK
KTKX,KNT
KTLH,TLH
KTLR,TLR
KTMA,TMA
KTMB,TMB
KTMK,OTK
KTNP,TNP
KTNT,TNT
KTNU,TNU
KTNX,XSD
KTOA,TOA
KTOC,TOC
KTOI,TOI
KTOL,TOL
KTOP,TOP
KTOR,TOR
KTPA,TPA
KTPF,TPF
KTPH,TPH
KTPL,TPL
KTRI,TRI
KTRK,TKF
KTRL,TRL
KTRM,TRM
KTSP,TSP
KTTD,TTD
KTTN,TTN
KTUL,TUL
KTUP,TUP
KTUS,TUS
KTVC,TVC
KTVF,TVF
KTVI,TVI
KTVL,TVL
KTWF,TWF
KTXK,TXK
KTYL,TYZ
KTYR,TYR
KTYS,TYS
KU07,BFG
KU14,NPH
KU34,RVR
KU55,PNU
KU70,ICS
KUBS,UBS
KUCA,UCA
KUCY,UCY
KUDD,UDD
KUES,UES
KUGN,UGN
KUIL,UIL
KUIN,UIN
KUIZ,UIZ
KUKF,IKB
KUKI,UKI
KUKT,UKT
KULM,ULM
KUNI,ATO
KUNU,UNU
KUNV,SCE
KUOS,UOS
KUOX,UOX
KUP,KUP
KUTA,UTM
KUTS,HTV
KUUU,NPT
KUVA,UVA
KUX,KUX
KUZA,RKH
KVAD,VAD
KVAY,LLY
KVBG,VBG
KVCT,VCT
KVCV,VCV
KVDI,VDI
KVE,KVE
KVEL,VEL
KVGT,VGT
KVHN,VHN
KVIH,VIH
KVIS,VIS
KVJI,VJI
KVKS,VKS
KVLA,VLA
KVLD,VLD
KVNC,VNC
KVNY,VNY
KVOK,VOK
KVPS,VPS
KVPZ,VPZ
KVQQ,VQQ
KVRB,VRB
KVSF,VSF
KVTN,VTN
KVYS,VYS
KW05,GTY
KW28,SQV
KW99,PGC
KWAL,WAL
KWAY,WAY
KWBW,WBW
KWDG,WDG
KWDR,WDR
KWF,KWF
KWHP,WHP
KWJF,WJF
KWLD,WLD
KWLW,WLW
KWMC,WMC
KWP,KWP
KWRB,WRB
KWRI,WRI
KWRL,WRL
KWSD,WSD
KWST,WST
KWV,KWV
KWVI,WVI
KWVL,WVL
KWWD,WWD
KWWR,WWR
KWX,KWX
KWY,KWY
KWYS,WYS
KX39,KYO
KXA,KXA
KXNA,XNA
KY31,WBK
KYIP,YIP
KYKM,YKM
KYKN,YKN
KYL,KYL
KYNG,YNG
KZ-0016,TDK
KZ-0067,BXY
KZ-ATX,ATX
KZB,KZB
KZF,KZF
KZPH,ZPH
KZZV,ZZV
LAC,LAC
LATI,TIA
LBBG,BOJ
LBGO,GOZ
LBH,LBH
LBM,LBM
LBPD,PDV
LBRS,ROU
LBSF,SOF
LBSS,SLS
LBSZ,SZR
LBTG,TGV
LBWN,VAR
LCEN,ECN
LCLK,LCA
LCP,LCP
LCPH,PFO
LCRA,AKT
LDDU,DBV
LDLO,LSZ
LDOS,OSI
LDPL,PUY
LDRI,RJK
LDSB,BWK
LDSP,SPU
LDW,LDW
LDZA,ZAG
LDZD,ZAD
LEAB,ABC
LEAL,ALC
LEAM,LEI
LEAS,OVD
LEBA,ODB
LEBB,BIO
LEBG,RGS
LEBL,BCN
LEBZ,BJZ
LECH,CDT
LECO,LCG
LECU,ECV
LEDA,ILD
LEGE,GRO
LEGR,GRX
LEHC,HSK
LEIB,IBZ
LEJR,XRY
LELC,MJV
LELL,QSA
LELN,LEN
LELO,RJL
LEMD,MAD
LEMG,AGP
LEMH,MAH
LEMO,OZP
LEO,LEO
LEPA,PMI
LEPP,PNA
LERL,CQM
LERS,REU
LERT,ROZ
LESA,SLM
LESO,EAS
LEST,SCQ
LESU,LEU
LETL,TEV
LETO,TOJ
LEVC,VLC
LEVD,VLL
LEVT,VIT
LEVX,VGO
LEXJ,SDR
LEZG,ZAZ
LEZL,SVQ
LFAB,DPE
LFAC,CQF
LFAQ,BYF
LFAT,LTQ
LFAV,XVS
LFBA,AGF
LFBD,BOD
LFBE,EGC
LFBG,CNG
LFBH,LRH
LFBI,PIS
LFBK,MCU
LFBL,LIG
LFBN,NIT
LFBO,TLS
LFBP,PUF
LFBT,LDE
LFBU,ANG
LFBX,PGX
LFBY,XDA
LFBZ,BIQ
LFCC,ZAO
LFCI,LBI
LFCK,DCM
LFCR,RDZ
LFCY,RYN
LFDB,XMW
LFDN,RCO
LFEY,IDY
LFGA,CMR
LFGJ,DLE
LFHM,MVV
LFHO,OBS
LFHP,LPY
LFHU,AHZ
LFJL,ETZ
LFJR,ANE
LFKB,BIA
LFKC,CLY
LFKF,FSC
LFKJ,AJA
LFKO,PRP
LFKS,SOZ
LFKX,MFX
LFLA,AUF
LFLB,CMF
LFLC,CFE
LFLD,BOU
LFLI,QNJ
LFLJ,CVF
LFLL,LYS
LFLN,SYT
LFLO,RNE
LFLP,NCY
LFLS,GNB
LFLU,VAF
LFLV,VHY
LFLW,AUR
LFLX,CHR
LFLY,LYN
LFMD,CEQ
LFMH,EBU
LFMK,CCF
LFML,MRS
LFMN,NCE
LFMO,XOG
LFMP,PGF
LFMQ,CTT
LFMR,BAE
LFMT,MPL
LFMU,BZR
LFMV,AVN
LFNA,GAT
LFNB,MEN
LFNC,SCP
LFOB,BVA
LFOE,EVX
LFOH,LEH
LFOI,XAB
LFOJ,ORE
LFOK,XCR
LFOO,LSO
LFOP,URO
LFOT,TUF
LFOU,CET
LFOV,LVA
LFPB,LBG
LFPC,CSF
LFPD,XBX
LFPG,CDG
LFPI,JDP
LFPN,TNF
LFPO,ORY
LFPT,POX
LFPV,VIY
LFQG,NVS
LFQJ,XME
LFQQ,LIL
LFQT,HZB
LFQV,XCZ
LFRB,BES
LFRC,CER
LFRD,DNR
LFRE,LBY
LFRF,GFR
LFRG,DOL
LFRH,LRT
LFRI,EDM
LFRJ,LDV
LFRK,CFR
LFRM,LME
LFRN,RNS
LFRO,LAI
LFRQ,UIP
LFRS,NTE
LFRT,SBK
LFRU,MXN
LFRV,VNE
LFRZ,SNR
LFSB,BSL
LFSD,DIJ
LFSF,MZM
LFSG,EPL
LFSL,BVE
LFSN,ENC
LFSQ,BOR
LFSR,RHE
LFST,SXB
LFTH,TLN
LFTU,FRJ
LFTW,FNI
LFTZ,LTT
LFVM,MQC
LFVP,FSP
LGAD,PYR
LGAG,AGQ
LGAL,AXD
LGAT,HEW
LGAV,ATH
LGBL,VOL
LGE,LGE
LGHI,JKH
LGHL,PKH
LGIK,JIK
LGIO,IOA
LGIR,HER
LGKA,KSO
LGKC,KIT
LGKF,EFL
LGKJ,KZS
LGKL,KLX
LGKO,KGS
LGKP,AOK
LGKR,CFU
LGKS,KSJ
LGKV,KVA
LGKY,JKL
LGKZ,KZI
LGLE,LRS
LGLM,LXS
LGLR,LRA
LGM,LGM
LGMK,JMK
LGML,MLO
LGMT,MJT
LGN,LGN
LGNX,JNX
LGPA,PAS
LGPL,JTY
LGPZ,PVK
LGRP,RHO
LGRX,GPA
LGSA,CHQ
LGSK,JSI
LGSM,SMI
LGSO,JSY
LGSP,SPJ
LGSR,JTR
LGST,JSH
LGSY,SKU
LGTS,SKG
LGZA,ZTH
LHBP,BUD
LHDC,DEB
LHMC,MCQ
LHP,LHP
LHPP,PEV
LHSM,SOB
LHTA,TZR
LIAP,QAQ
LIBC,CRV
LIBD,BRI
LIBF,FOG
LIBG,TAR
LIBN,LCC
LIBP,PSR
LIBR,BDS
LICA,SUF
LICB,CIY
LICC,CTA
LICD,LMP
LICG,PNL
LICJ,PMO
LICR,REG
LICT,TPS
LICZ,NSY
LIDB,BLX
LIDI,CDF
LIDR,RAN
LIEA,AHO
LIED,DCI
LIEE,CAG
LIEO,OLB
LIER,FNU
LIET,TTB
LIMC,MXP
LIME,BGY
LIMF,TRN
LIMG,ALL
LIMJ,GOA
LIML,LIN
LIMP,PMF
LIMW,AOT
LIMZ,CUF
LIPA,AVB
LIPB,BZO
LIPD,UDN
LIPE,BLQ
LIPH,TSF
LIPK,FRL
LIPO,VBS
LIPQ,TRS
LIPR,RMI
LIPT,VIC
LIPU,QPA
LIPX,VRN
LIPY,AOI
LIPZ,VCE
LIQL,LCV
LIQN,QRT
LIQS,SAY
LIQW,QLP
LIRA,CIA
LIRF,FCO
LIRI,QSR
LIRJ,EBA
LIRL,QLT
LIRN,NAP
LIRP,PSA
LIRQ,FLR
LIRS,GRS
LIRZ,PEG
LJLJ,LJU
LJMB,MBX
LJPZ,POW
LKC,LKC
LKHO,GTW
LKKU,UHE
LKKV,KLV
LKMR,MKA
LKMT,OSR
LKOL,OLO
LKPD,PED
LKPO,PRV
LKPR,PRG
LKTB,BRQ
LKVO,VOD
LKZA,ZBE
LLAZ,GHK
LLBG,TLV
LLBS,BEV
LLER,ETM
LLET,ETH
